"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm0761365,Mary Sandell,,
nm0761486,Buck Sanders,1971,
nm0761498,Chris Sanders,1962,
nm0761744,Tim Sanders,,
nm0761866,Tiny Sandford,1894,1961
nm0761874,Linus Sandgren,1972,
nm0762445,Ellen Sandweiss,1958,
nm0762674,Jonathan Sanger,1944,
nm0763395,Gustavo Santaolalla,1951,
nm0763858,Reni Santoni,1938,2020
nm0763928,Rodrigo Santoro,1975,
nm0764430,Carlos Sanz,,
nm0764527,Danny Sapani,1970,
nm0764601,Miguel Sapochnik,1974,
nm0764771,Peter Saraf,,
nm0764780,Katherine Sarafian,1969,
nm0764832,José Saramago,1922,2010
nm0764930,Oren Sarch,1969,
nm0764963,Alain Sarde,1952,
nm0764982,Jan Sardi,,
nm0765091,Alvin Sargent,1927,2019
nm0765306,Arthur Sarkissian,1960,
nm0765563,Olle Sarri,1972,
nm0765597,Peter Sarsgaard,1971,
nm0765815,Nozomu Sasaki,1967,
nm0765911,Katrin Sass,1956,
nm0766005,Will Sasso,1975,
nm0766153,Drake Sather,1959,2004
nm0766402,Paul Satterfield,1896,1981
nm0766470,Sathyaraj,1954,
nm0766496,Masaru Satô,1928,1999
nm0766665,Oscar Saul,1912,1994
nm0766837,Jennifer Saunders,1958,
nm0766872,Leanne Saunders,,
nm0766921,Norman Saunders,1907,1989
nm0767647,Harris Savides,1957,2012
nm0767655,S. Leigh Savidge,,
nm0767894,Pilar Savone,,
nm0768018,Julia Sawalha,1968,
nm0768324,Edward Saxon,,
nm0768334,John Saxon,1936,2020
nm0768817,Pietro Scalia,1960,
nm0768959,Dan Scanlon,1976,
nm0769227,David Scarpa,,
nm0769249,Furio Scarpelli,1919,2010
nm0769644,Michael Schaefer,,
nm0769656,Roberto Schaefer,,
nm0769840,Jeff Schaffer,,
nm0769863,Stephen Schaffer,,
nm0769874,Franklin J. Schaffner,1920,1989
nm0770005,James Schamus,1959,
nm0770337,Richard Schayer,1880,1956
nm0770650,Andrew Scheinman,1948,
nm0770938,Robert Schenkkan,1953,
nm0770942,Richard Schenkman,1958,
nm0771054,Lone Scherfig,1959,
nm0771065,Jay Scherick,,
nm0771228,Paul T. Scheuring,1968,
nm0771414,Martin Starr,1982,
nm0771490,Paul Schiff,,
nm0771496,Stephen Schiff,,
nm0771512,Michael Schiffer,,
nm0771526,Guillaume Schiffman,,
nm0772003,Murray Schisgal,1926,2020
nm0772245,Adam Schlesinger,1967,2020
nm0772259,John Schlesinger,1926,2003
nm0772384,Bernhard Schlink,1944,
nm0772829,Arne Schmidt,,
nm0772834,Arthur P. Schmidt,1912,1965
nm0773180,Rohn Schmidt,1969,
nm0773603,Julian Schnabel,1951,
nm0773685,Hervé Schneid,1956,
nm0773973,Paul Schneider,1976,
nm0774217,Arthur Schnitzler,1862,1931
nm0774386,Matthias Schoenaerts,1977,
nm0774528,John D. Schofield,1933,2020
nm0774599,Larry Scholl,,
nm0774606,Oliver Scholl,1964,
nm0774736,Kyra Schon,1957,
nm0774744,Claude-Michel Schönberg,1944,
nm0774749,Jane Schonberger,,
nm0774786,Alan Schoolcraft,,
nm0774817,Thelma Schoonmaker,1940,
nm0775017,David J. Schow,1955,
nm0775443,Adam Schroeder,,
nm0775977,Budd Schulberg,1914,2009
nm0776072,Cathy Schulman,1965,
nm0776107,Roger S.H. Schulman,,
nm0776114,Tom Schulman,1950,
nm0776580,Matt Schulze,1972,
nm0776646,Martha De Laurentiis,1954,2021
nm0776885,Bragi F. Schut,,
nm0777043,Mark Schwahn,1966,
nm0777209,Douglas Schwartz,,
nm0777408,Rick Schwartz,,
nm0777432,Scott Schwartz,1968,
nm0777455,Steve Schwartz,,
nm0777760,Eric Schweig,1967,
nm0777881,Robert Schwentke,1968,
nm0778285,Thomas Schühly,1951,
nm0778831,Andrew Scott,1976,
nm0779084,Dougray Scott,1965,
nm0779475,Lee Scott,,
nm0780098,Ronnie Screwvala,1962,
nm0780117,George Scribner,,
nm0780288,Mike Scully,1956,
nm0780620,Peter S. Seaman,1951,
nm0780799,Ted Sears,1900,1958
nm0780833,George Seaton,1911,1979
nm0780870,Tracey Seaward,1965,
nm0781203,Kim Secrist,,
nm0781760,Brad Segal,,
nm0781842,Peter Segal,1962,
nm0781912,Lloyd Segan,,
nm0781981,Jason Segel,1980,
nm0782036,Tanya Seghatchian,1968,
nm0782270,Jonathan Sehring,,
nm0782436,David Seidler,1937,
nm0782561,Emmanuelle Seigner,1966,
nm0782711,Hillary Seitz,,
nm0782900,Andrzej Sekula,1954,
nm0782968,Hubert Selby Jr.,1928,2004
nm0783100,David Self,,
nm0783139,Henry Selick,1952,
nm0783280,JoAnne Sellar,,
nm0783346,Dylan Sellers,,
nm0783468,Matt Selman,1971,
nm0783536,Aaron Seltzer,1974,
nm0783544,David Seltzer,1940,
nm0783913,Lorenzo Semple Jr.,1923,2014
nm0784061,Dominic Sena,1949,
nm0784124,Maurice Sendak,1928,2012
nm0784771,Clare Sera,,
nm0785029,Michael Seresin,1942,
nm0785227,Andy Serkis,1964,
nm0785245,Rod Serling,1924,1975
nm0785381,Eduardo Serra,1943,
nm0785385,Éric Serra,1959,
nm0786022,Roshan Seth,1942,
nm0786694,Timothy J. Sexton,,
nm0786707,Takeshi Seyama,,
nm0787072,David Shaber,1929,1999
nm0787185,Ken Shadie,,2020
nm0787265,Martin Shafer,,
nm0787323,Peter Shaffer,1926,2016
nm0787399,Steve Shagan,1927,2015
nm0787551,Afshin Shahidi,,
nm0787603,Rick Shaine,,
nm0787834,Michael Shamberg,1945,
nm0788009,Garry Shandling,1949,2016
nm0788170,Ravi Shankar,1920,2012
nm0788202,Adam Shankman,1964,
nm0788234,John Patrick Shanley,1950,
nm0788335,Michael Shannon,1974,
nm0788513,Greg Shapiro,1972,
nm0788526,J.D. Shapiro,1969,
nm0788640,Theodore Shapiro,1971,
nm0788767,John Sharian,,
nm0788940,Jim Sharman,1945,
nm0789313,Ben Sharpsteen,1895,1980
nm0789366,Jessica Sharzer,1972,
nm0789624,Bob Shaw,,
nm0789873,Mel Shaw,1914,2012
nm0789946,Robert Gould Shaw,1837,1863
nm0790057,Alia Shawkat,1989,
nm0790144,Robert Shaye,1939,
nm0790481,Edward Shearmur,1966,
nm0790688,Michael Sheen,1969,
nm0790715,Penelope Spheeris,1945,
nm0790775,David Sheffield,,
nm0791217,Mary Shelley,1797,1851
nm0791226,Rachel Shelley,1969,
nm0791285,Josh Shelov,,
nm0791570,Ben Shenkman,1968,
nm0791588,Ray Shenusay,,
nm0791789,Jean Shepherd,1921,1999
nm0791847,Richard Shepherd,1927,2014
nm0792049,Stacey Sher,1962,
nm0792061,William Sherak,,
nm0792092,Daniel Shere,1974,
nm0792202,Kirsten Sheridan,1976,
nm0792263,Taylor Sheridan,,
nm0792431,Emile Sherman,,
nm0792845,Robert E. Sherwood,1896,1955
nm0792871,Jon Shestack,,
nm0793069,Ko Shibasaki,1981,
nm0793122,Steve Shibuya,,
nm0793232,Mike Shields,,
nm0793463,Susan Shilliday,,
nm0793532,Andrew Shim,1983,
nm0793585,Sumi Shimamoto,1954,
nm0793616,Yukiko Shimazaki,1931,
nm0793766,Takashi Shimura,1905,1982
nm0793881,Kaneto Shindô,1912,2012
nm0794002,Yoshiko Shinohara,,
nm0794156,Susan Shipton,1958,
nm0794174,Hisao Shirai,1946,2019
nm0794186,Ayano Shiraishi,,
nm0794252,Matt Shire,1975,
nm0794301,Bill Shirley,1921,1989
nm0794326,John Shirley,1953,
nm0794385,Shirow Masamune,1961,
nm0794896,Miriam Shor,1971,
nm0795141,Clinton Shorter,1971,
nm0795153,Cate Shortland,1968,
nm0795225,Robin Shou,1960,
nm0795290,Michael Showalter,1970,
nm0795517,Shu Qi,1976,
nm0795661,Saurabh Shukla,1963,
nm0795682,Lauren Shuler Donner,1949,
nm0795953,Ronald Shusett,1935,
nm0795975,Joe Shuster,1914,1992
nm0796117,M. Night Shyamalan,1970,
nm0796124,Charles Shyer,1941,
nm0796848,Lynn Siefert,,
nm0796923,Don Siegel,1912,1991
nm0796950,Jerry Siegel,1914,1996
nm0797053,Jeff Siergey,,
nm0797451,Sigurjon Sighvatsson,1952,
nm0797604,Sjón,1962,
nm0797869,Brad Silberling,1963,
nm0797889,Serge Silberman,1917,2003
nm0798002,Carlo Siliotto,1950,
nm0798065,Virginie Besson-Silla,,
nm0798646,Amanda Silver,1963,
nm0798661,Casey Silver,1955,
nm0798711,Jeffrey Silver,,
nm0798788,Scott Silver,,
nm0798844,Robert Silverberg,1935,
nm0798899,David Silverman,1957,
nm0798930,Julie Yorn,1969,
nm0798971,Sarah Silverman,1970,
nm0799015,Sid Silvers,1901,1976
nm0799050,Marc Silverstein,,
nm0799139,Francesca Silvestri,,
nm0799777,J.K. Simmons,1955,
nm0799841,Matty Simmons,1926,2020
nm0800209,Joe Simon,1913,2011
nm0800376,Sam Simon,1955,2015
nm0800465,Robert Simonds,1964,
nm0800943,Claire Simpson,,
nm0800971,Don Simpson,1943,1996
nm0801117,Michael Simpson,,
nm0801691,Nigel Sinclair,,
nm0801728,Stephen Sinclair,,
nm0801737,Upton Sinclair,1878,1968
nm0802020,Randi Mayem Singer,,
nm0802027,Raymond Singer,1948,
nm0802248,Tarsem Singh,1961,
nm0802561,Curt Siodmak,1902,2000
nm0802563,Robert Siodmak,1900,1973
nm0802807,Florent-Emilio Siri,1965,
nm0802995,Greg Sestero,1978,
nm0803310,Siu Ping-Lam,,
nm0803705,Victor Sjöström,1879,1960
nm0803730,Warren Skaaren,1946,1990
nm0803889,Bill Skarsgård,1990,
nm0804408,Erik Skjoldbjærg,1964,
nm0804466,Zachary Sklar,,
nm0805994,Michael Sloan,1946,
nm0806003,Peter Stein,1944,
nm0806189,John Sloss,1956,
nm0806527,Sharon Small,1967,
nm0806912,Robert Smigel,1960,
nm0807571,Bubba Smith,1945,2011
nm0807900,David Lee Smith,1963,
nm0807977,Dodie Smith,1896,1990
nm0808057,Dylan Smith,1992,
nm0808076,Ebbe Roe Smith,1949,
nm0808178,Ethan Smith,,
nm0808498,Iain Smith,1949,
nm0808780,John Smith,,
nm0808819,Jonah Smith,1975,
nm0809006,Kirsten Smith,1970,
nm0809040,Larry Smith,,
nm0809059,Lee Smith,1960,
nm0809205,Marc Smith,,
nm0809321,Mel Smith,1952,2013
nm0809551,Paul Martin Smith,,
nm0809833,Russell Smith,1954,
nm0809899,Scott Marshall Smith,1958,2020
nm0809938,Shawnee Smith,1969,
nm0809995,Stacey Smith,,
nm0810055,Sue Smith,,
nm0810324,Webb Smith,1887,1951
nm0810379,Yeardley Smith,1964,
nm0810478,John Smithson,,
nm0810545,Peter Smokler,,
nm0810619,Jurnee Smollett,1986,
nm0810738,Kasia Smutniak,1979,
nm0810890,Wim Snape,1985,
nm0811242,Brittany Snow,1986,
nm0811279,Jeff Snow,,
nm0811360,Michael Anthony Snowden,,
nm0811583,Zack Snyder,1966,
nm0811761,Joan Sobel,,
nm0812200,Iain Softley,1958,
nm0812307,Peter Sohn,1977,
nm0812373,Joel Soisson,,
nm0812427,Marilyn Sokol,1944,
nm0812513,Alec Sokolow,,
nm0813414,Richard Solomon,,
nm0813463,Anatoliy Solonitsyn,1934,1982
nm0814085,Stephen Sommers,1962,
nm0814280,Kang-ho Song,1967,
nm0814969,Mireille Soria,,
nm0815070,Aaron Sorkin,1961,
nm0815370,Shannyn Sossamon,1978,
nm0815418,Paul Soter,1969,
nm0815864,Nico Soultanakis,,
nm0815931,Mark Sourian,,
nm0816143,Terry Southern,1924,1995
nm0816292,Peter Sova,1944,2020
nm0816348,Jack B. Sowards,1929,2007
nm0817023,Nicholas Sparks,1965,
nm0817379,Peter Spears,,
nm0817447,Will Speck,,
nm0817748,Bruce Spence,1945,
nm0817844,Abigail Spencer,1981,
nm0817983,John Spencer,1946,2005
nm0818055,Octavia Spencer,1970,
nm0818484,Marc Spicer,,
nm0818545,Sam Spiegel,1901,1985
nm0818547,Scott Spiegel,1957,
nm0818576,Anne Spielberg,1949,
nm0818746,Evan Spiliotopoulos,,
nm0818889,Gary Spinelli,,
nm0818940,J.C. Spink,1973,2017
nm0819412,Lisa Spoonauer,1972,2017
nm0819487,Frank Spotnitz,1960,
nm0819850,Cole Sprouse,1992,
nm0819862,David Sproxton,1954,
nm0820053,June Squibb,1929,
nm0820163,Tim Squyres,1959,
nm0820925,Steven Stabler,,
nm0820987,Terry Stacey,1962,
nm0821205,Zach Staenberg,1954,
nm0821432,Chad Stahelski,1968,
nm0821466,Jerry Stahl,1953,
nm0821543,Enzo Staiola,1939,
nm0821707,Vernon Stallings,1891,1963
nm0821739,Sage Stallone,1976,2012
nm0822285,John Stanier,1942,
nm0822975,Oliver Stapleton,1948,
nm0822982,Sullivan Stapleton,1977,
nm0823015,Darren Star,1961,
nm0823255,Philip Stark,,
nm0823330,Steve Starkey,,
nm0823435,Diego Starosta,,
nm0823563,Mike Starr,1950,
nm0824406,Dawn Steel,1946,1997
nm0824882,Burr Steers,1965,
nm0825010,Joseph Stefano,1922,2006
nm0825308,William Steig,1907,2003
nm0825336,Ueli Steiger,1954,
nm0825356,Mark Steilen,,
nm0825407,Björn Stein,1970,
nm0825730,Christina Steinberg,,
nm0825738,David H. Steinberg,,
nm0825790,Michael Steinberg,1959,
nm0825799,Norman Steinberg,1939,
nm0826041,Peter Steinfeld,,
nm0826369,Martin Stellman,1948,
nm0826425,J. David Stem,,
nm0826663,Molly Malene Stensgaard,1966,
nm0826679,Mike Stenson,,
nm0826714,Zack Stentz,,
nm0827032,Harvey Stephens,1970,
nm0827170,Toby Stephens,1969,
nm0827561,Maury Sterling,1971,
nm0827663,Daniel Stern,1957,
nm0827726,James D. Stern,,
nm0827731,Jay Stern,,
nm0827735,Jenna Stern,1967,
nm0827821,Philip Van Doren Stern,1900,1984
nm0827839,Sandor Stern,1936,
nm0827840,Sandy Stern,,
nm0827869,Tom Stern,1946,
nm0827913,Marc Sternberg,,
nm0827923,Tom Sternberg,,
nm0827973,Frances Sternhagen,1930,
nm0827985,Joshua Sternin,1966,
nm0828130,Philip Steuer,,
nm0828342,Dana Stevens,,
nm0828630,Michael Stevens,,
nm0828970,John Stevenson,,
nm0829032,Ray Stevenson,1964,
nm0829038,Robert Stevenson,1905,1986
nm0829044,Robert Louis Stevenson,1850,1894
nm0829054,Scott Stevenson,,
nm0829152,Alan Stewart,1960,
nm0829176,Annie Stewart,,
nm0829270,Charlotte Stewart,1941,
nm0829329,Donald E. Stewart,1930,1999
nm0829537,Jon Stewart,1962,
nm0829576,Kristen Stewart,1990,
nm0829640,Mark Hinton Stewart,,
nm0829681,Missy Stewart,,
nm0829739,R.J. Stewart,,
nm0829820,Scott Stewart,,
nm0830164,Robert Stigwood,1934,2016
nm0830255,Joel Stillerman,,
nm0830294,Joe Stillman,,
nm0830615,Kevin Stitt,,
nm0830638,David Stiven,1940,
nm0830760,Aaron Stockard,,
nm0830968,Harry Stockwell,1905,1984
nm0830969,Jeff Stockwell,,
nm0831098,Erwin Stoff,1951,
nm0831114,Rogier Stoffers,1961,
nm0831290,Bram Stoker,1847,1912
nm0831479,Erik Stolhanske,1968,
nm0831557,Nicholas Stoller,1976,
nm0831601,Christian Stolte,1962,
nm0832300,Sherri Stoner,1959,
nm0832314,Eric Stonestreet,1971,
nm0832509,Dennis Storhøi,1960,
nm0832792,Ken Stott,1955,
nm0833089,J. Michael Straczynski,1954,
nm0833152,Beatrice Straight,1914,2001
nm0833164,Jim Strain,,
nm0833519,Marcia Strassman,1948,2014
nm0833779,Colin Strause,1976,
nm0833780,Greg Strause,1975,
nm0833828,John J. Strauss,1957,
nm0834183,Russell Streiner,1940,
nm0834199,Marc Streitenfeld,1974,
nm0834338,Wesley Strick,1954,
nm0834571,Kimberly Stringer,,
nm0834870,Louis A. Stroller,1942,
nm0834902,Robert Stromberg,,
nm0834960,Danny Strong,1974,
nm0834989,Jeremy Strong,1978,
nm0835016,Mark Strong,1963,
nm0835021,Michael Strong,1918,1980
nm0835190,Charles Strouse,1928,
nm0835194,Victoria Strouse,,
nm0835297,Arkadiy Strugatskiy,1925,1991
nm0835298,Boris Strugatskiy,1933,2012
nm0835365,Karl Struss,1886,1981
nm0835393,Carel Struycken,1948,
nm0835732,Jeb Stuart,1956,
nm0835799,Mel Stuart,1928,2012
nm0835959,Scott Stuber,1968,
nm0836001,Larry Stuckey,,
nm0836081,Dan Studney,,
nm0836121,Michael Stuhlbarg,1968,
nm0836328,John Sturges,1910,1992
nm0836343,Jim Sturgess,1978,
nm0836548,Trudie Styler,1954,
nm0836673,Søren Stærmose,1952,
nm0836836,Jeremy Suarez,1990,
nm0837112,Richard Suckle,,
nm0837177,Jason Sudeikis,1975,
nm0837204,Shigeo Sugimura,,
nm0837223,Alison Sudol,1984,
nm0837386,Michael Sugar,,
nm0837701,Chintara Sukapatana,1965,
nm0838015,Daniel G. Sullivan,,
nm0838598,Edward Summer,,2014
nm0839331,Sunmin Park,,
nm0839486,Ethan Suplee,1976,
nm0839720,Michael Surrey,1964,
nm0839732,Bruce Surtees,1937,2012
nm0839812,Stephen Susco,,
nm0840060,Cathleen Sutherland,,
nm0840133,Kristine Sutherland,1955,
nm0840626,Kôji Suzuki,1957,
nm0840699,Toshio Suzuki,1948,
nm0841035,Julius Svendsen,1919,1971
nm0841501,Mack Swain,1876,1935
nm0841532,Gerry Swallow,,
nm0841797,Gloria Swanson,1899,1983
nm0841910,Nick Swardson,1976,
nm0841990,John Swartzwelder,1950,
nm0842156,Mary Sweeney,1953,
nm0842476,Tommy Swerdlow,1962,
nm0842485,Jo Swerling,1893,1964
nm0842523,Robin Swicord,1952,
nm0842582,David Swift,1919,2001
nm0842605,Jonathan Swift,1667,1745
nm0842770,Tilda Swinton,1960,
nm0843059,Eric Sykes,1923,2012
nm0843100,Wanda Sykes,1964,
nm0843128,Paul Sylbert,1928,2016
nm0843213,William Sylvester,1922,1995
nm0844262,Wladyslaw Szpilman,1911,2000
nm0844294,Magda Szubanski,1961,
nm0844896,Eduardo Sánchez,1968,
nm0845209,Aitana Sánchez-Gijón,1968,
nm0845542,Johan Söderqvist,1966,
nm0845752,Patrick Süskind,1949,
nm0846333,Michael Tadross,,
nm0846480,Cary-Hiroyuki Tagawa,1950,
nm0846548,Saïd Taghmaoui,1973,
nm0846969,Satoshi Tajiri,1965,
nm0847054,Hitoshi Takagi,1925,2004
nm0847122,Hirokata Takahashi,,
nm0847126,Hiroshi Takahashi,,
nm0847223,Isao Takahata,1935,2018
nm0847258,Troy Takaki,,
nm0847295,Koushun Takami,,
nm0847439,Minami Takayama,1964,
nm0847926,Joby Talbot,1971,
nm0847986,Mark Talbot-Butler,1965,
nm0848075,Michael Taliferro,1961,2006
nm0848217,Ted Tally,1952,
nm0848414,Lee Tamahori,1950,
nm0848496,Paul Tamasy,,
nm0848533,Tetsurô Tanba,1922,2006
nm0848554,Amber Tamblyn,1983,
nm0848560,Russ Tamblyn,1934,
nm0848968,Atsuko Tanaka,1962,
nm0849028,Mayumi Tanaka,1955,
nm0849083,Tomoyuki Tanaka,1910,1997
nm0849100,Yûko Tanaka,1955,
nm0849164,Loveleen Tandan,,
nm0849214,Mark Tandy,1957,
nm0849222,Yohei Taneda,,
nm0849232,Ned Tanen,1931,2009
nm0849964,Rob Tapert,1955,
nm0850038,Jonathan T. Taplin,1947,
nm0850162,Gerardo Taracena,1970,
nm0850173,Mar Targarona,,
nm0850493,Arseniy Tarkovskiy,1907,1989
nm0850733,Genndy Tartakovsky,1970,
nm0850895,Frank Tashlin,1913,1972
nm0851281,Patrick Tatopoulos,,
nm0851302,Tsutomu Tatsumi,,
nm0851537,Norman Taurog,1899,1981
nm0851582,Audrey Tautou,1976,
nm0851767,José María de Tavira,1983,
nm0851790,Dean Tavoularis,1932,
nm0851930,Alan Taylor,1965,
nm0852132,Christine Taylor,1971,
nm0852196,Daniel E. Taylor,,
nm0852405,Gilbert Taylor,1914,2013
nm0852430,Greg Taylor,,
nm0852551,Jeannine Taylor,1954,
nm0852591,Jim Taylor,1962,
nm0852965,Noah Taylor,1969,
nm0853111,Ronnie Taylor,1924,2018
nm0853138,Samuel A. Taylor,1912,2000
nm0853238,Tate Taylor,1969,
nm0853374,Sam Taylor-Johnson,1967,
nm0853380,Julie Taymor,1952,
nm0853498,Rima Te Wiata,1963,
nm0854052,Robert Teitel,1968,
nm0854074,William Teitler,,
nm0854185,Miguel Tejada-Flores,1951,
nm0854403,Christopher Tellefsen,,
nm0854772,Kevin King Templeton,,
nm0854923,Edgard Tenenbaum,,
nm0854991,Jayne-Ann Tenggren,1967,
nm0855035,Andy Tennant,1955,
nm0855039,David Tennant,1971,
nm0855188,Kevin Tent,,
nm0855283,Meir Teper,,
nm0855385,Minori Terada,1942,
nm0855417,Akira Terao,1947,
nm0855564,Lee Tergesen,1965,
nm0856249,Peter Teschner,,
nm0856319,Duccio Tessari,1926,1994
nm0856842,William Makepeace Thackeray,1811,1863
nm0857620,Justin Theroux,1971,
nm0857806,Jack Thibeau,1946,
nm0858329,Robert Thoeren,1903,1957
nm0858379,Robert Thom,1929,1979
nm0858554,Bradley Thomas,,
nm0858799,Emma Thomas,,
nm0858826,Frank Thomas,1912,2004
nm0858977,Jameson Thomas,1888,1939
nm0859016,Jeremy Thomas,1949,
nm0859029,Jim Thomas,,
nm0859047,John Thomas,,
nm0859049,John Thomas,,
nm0859471,Roy Thomas,1940,
nm0859503,Sean Patrick Thomas,1970,
nm0859597,Tony Thomas,1948,
nm0859892,Bill Thompson,1913,1971
nm0860155,Gary Scott Thompson,1959,
nm0860219,Hunter S. Thompson,1937,2005
nm0860292,Jim Thompson,1906,1977
nm0860315,John Thompson,,2018
nm0860712,Shelley Thompson,1959,
nm0860947,Ulrich Thomsen,1963,
nm0860972,Brian Thomson,1946,
nm0861636,Roderick Thorp,1936,1999
nm0861638,Sarah Thorp,,
nm0861703,Richard Thorpe,1896,1991
nm0861826,Peter Thorwarth,1971,
nm0862026,Ingrid Thulin,1926,2004
nm0862122,James Thurber,1894,1961
nm0862211,Michael Thurmeier,,
nm0862664,Dylan Tichenor,1968,
nm0862781,Ernest Tidyman,1928,1984
nm0862911,Greg Tiernan,1965,
nm0862961,Yann Tiersen,1970,
nm0863293,Jodie Lynn Tillen,,
nm0863374,Emma Tillinger Koskoff,,
nm0863387,George Tillman Jr.,1969,
nm0863622,Bruce Timm,1961,
nm0863999,Rob Tinkler,,
nm0864371,Hugues Tissandier,,
nm0864471,Craig Titley,,
nm0864880,John Tobias,,
nm0864997,Stephen Tobolowsky,1951,
nm0865119,Beverly Todd,1946,
nm0865189,Jennifer Todd,1969,
nm0865297,Suzanne Todd,1965,
nm0865302,Tony Todd,1954,
nm0865774,Jerry Tokofsky,1936,
nm0865847,Peter Tolan,1958,
nm0865918,Éric Toledano,1971,
nm0865949,Goya Toledo,1969,
nm0866058,J.R.R. Tolkien,1892,1973
nm0866062,Michael Tolkin,1950,
nm0866104,Rhonda Tollefson,,
nm0866132,Michael Tollin,1955,
nm0866157,Matt Tolmach,,
nm0866462,George Tomasini,1909,1964
nm0866835,David Tomlinson,1917,2000
nm0867391,Eijirô Tôno,1907,1994
nm0867504,Tucker Tooley,,
nm0867768,Jenno Topping,,
nm0868128,David Torn,1953,
nm0868153,Giuseppe Tornatore,1956,
nm0868219,Guillermo del Toro,1964,
nm0868620,Edwin Torres,1931,
nm0868659,Gina Torres,1969,
nm0868872,Frida Torresblanco,,
nm0869198,Mario Tosi,1942,2021
nm0869379,Salvatore Totino,1964,
nm0870007,Katharine Towne,1978,
nm0870013,Roger Towne,,
nm0870106,Clayton Townsend,,
nm0870204,Stuart Townsend,1972,
nm0870469,Dan Trachtenberg,,
nm0870660,Armitage Trail,1902,1930
nm0870918,Tom. T. Tran,,
nm0871252,B. Traven,1882,1969
nm0871308,P.L. Travers,1899,1996
nm0871428,Pete Travis,,
nm0872077,George W. Trendle,1884,1972
nm0872375,Frederick Treves,1853,1923
nm0873092,Jenny Tripp,,
nm0873560,Ernest Troost,1953,
nm0873779,Gary Trousdale,1960,
nm0873998,Michael Trucco,1970,
nm0874232,Raoul Max Trujillo,1955,
nm0874308,Dalton Trumbo,1905,1976
nm0874631,Kuo Jung Tsai,,
nm0874676,Eric Tsang,1953,
nm0874683,Kan-Cheung Tsang,,
nm0874844,Alex Tse,,
nm0875332,Mahito Tsujimura,1930,2018
nm0875362,Yôko Tsukasa,1934,
nm0875477,Keiko Tsushima,1926,2012
nm0875710,Liz Tuccillo,1964,
nm0875736,Jessica Tuchinsky,,
nm0875740,Eric Tuchman,,
nm0875793,Anand Tucker,1963,
nm0876138,Alan Tudyk,1971,
nm0876227,Richard Tuggle,1948,
nm0876300,Ulrich Tukur,1957,
nm0876392,Barbara Tulliver,,
nm0876562,Karl Tunberg,1909,1992
nm0876645,Tamara Tunie,1959,
nm0877273,John Turman,,
nm0877274,Lawrence Turman,1926,
nm0877425,Bonnie Turner,1940,
nm0877430,Bree Turner,1977,
nm0877587,Guinevere Turner,1968,
nm0877901,Terry Turner,1947,
nm0877913,Tina Turner,1939,
nm0878638,David Twohy,1955,
nm0878756,Tom Tykwer,1965,
nm0878763,Morten Tyldum,1967,
nm0878784,Brian Tyler,1953,
nm0879085,Tyrese Gibson,1978,
nm0879318,Bob Tzudiker,,
nm0880078,Alan Uger,,
nm0880243,Jim Uhls,1957,
nm0880261,Alfred Uhry,1936,
nm0880484,Gaspard Ulliel,1984,2022
nm0880521,Liv Ullmann,1938,
nm0880744,Björn Ulvaeus,1945,
nm0880839,Shigeru Umebayashi,1951,
nm0881038,Ron Underwood,1953,
nm0881100,Enzo Ungari,1948,1985
nm0881279,Lee Unkrich,1967,
nm0881420,Anand Upadhyaya,,
nm0881631,Karl Urban,1972,
nm0881703,Douglas Urbanski,1957,
nm0881762,Enrique Urbizu,1962,
nm0881973,Frank J. Urioste,1938,
nm0882588,Kenneth Utt,1921,1994
nm0882927,Christine Vachon,1962,
nm0883603,David Valdes,1950,
nm0884313,Steve Valentine,1966,
nm0884547,Tonino Valerii,1934,2016
nm0885014,Nick Vallelonga,1959,
nm0885098,Alida Valli,1921,2006
nm0885249,Jean-Marc Vallée,1963,2021
nm0885575,Chris Van Allsburg,1949,
nm0885857,Didier Van Cauwelaert,1960,
nm0886668,John Van Druten,1901,1957
nm0887144,Brian Van Holt,1969,
nm0887227,Hoyte Van Hoytema,1971,
nm0887800,Tim Van Rellim,1944,
nm0888329,Jim Van Wyck,,
nm0888743,James Vanderbilt,1975,
nm0889522,Nia Vardalos,1962,
nm0889846,Jacob Vargas,1971,
nm0890232,Michael Vartan,1968,
nm0891114,Tom Vaughan,1969,
nm0891216,Matthew Vaughn,1971,
nm0891275,Emmanuelle Vaugier,1976,
nm0891554,Francis Veber,1937,
nm0891786,Alexa PenaVega,1988,
nm0892299,Manuela Velasco,1975,
nm0892705,David Veloz,1962,
nm0892868,James L. Venable,1967,
nm0893079,Sandy Veneziano,,
nm0893204,Diane Venora,1952,
nm0893257,Milo Ventimiglia,1977,
nm0893262,Jennifer Ventimilia,1966,
nm0893358,Patrick A. Ventura,,
nm0893487,John Venzon,,
nm0893659,Gore Verbinski,1964,
nm0893941,Maribel Verdú,1970,
nm0893999,Matyas Veress,,
nm0894156,Mark Verheiden,,
nm0894523,Jules Verne,1828,1905
nm0895366,Louise Vesth,,
nm0896131,Mark Victor,,
nm0896292,Christina Vidal,1981,
nm0896485,Robin Vidgeon,1939,
nm0896542,King Vidor,1894,1982
nm0896735,Vince Vieluf,1970,
nm0897640,Mónica Villa,1954,
nm0897794,Reynaldo Villalobos,1940,
